Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
West Virginia,U.S.A.,"1,828.890",29.3,12.82,152,1.91,1.09,1.61,365,1.49,0.85,1.25,14.86,71.2,76.9,74.0,-1.26,-1.07,-1.17
Bolzano (Provincia autonoma di),Italy,531.191,71.8,8.30,152,1.97,1.00,1.48,365,1.66,0.84,1.25,10.63,78.5,84.8,81.6,-1.98,-1.72,-1.86
Florida,U.S.A.,"21,586.295",154.3,9.70,152,1.68,0.89,1.32,365,1.59,0.84,1.25,11.74,75.3,81.0,78.1,-1.85,-1.66,-1.76
Emilia-Romagna,Italy,"4,468.697",164.5,11.20,152,2.93,1.21,1.79,365,2.03,0.84,1.24,13.60,78.9,84.4,81.6,-1.90,-1.66,-1.78
Aruba,Cntry/Terr,106.766,593.1,8.97,152,1.30,1.11,1.65,365,0.97,0.83,1.23,10.52,72.8,77.8,75.3,-1.09,-0.96,-1.03
Costa Rica,Cntry/Terr,"5,094.114",99.8,5.05,152,0.87,0.92,1.36,365,0.79,0.83,1.23,6.20,76.2,81.5,78.8,-1.75,-1.50,-1.63
Wyoming,U.S.A.,584.633,2.3,8.23,152,1.15,0.79,1.17,365,1.20,0.82,1.22,9.89,75.2,80.0,77.6,-1.62,-1.43,-1.53
Maryland,U.S.A.,"6,109.605",241.3,8.25,152,1.46,1.02,1.52,365,1.16,0.81,1.20,9.78,74.8,80.4,77.5,-1.58,-1.40,-1.49
Delaware,U.S.A.,979.254,193.4,9.54,152,1.80,1.11,1.64,365,1.32,0.81,1.20,11.35,74.4,80.1,77.2,-1.50,-1.32,-1.41
Virginia,U.S.A.,"8,614.990",84.0,8.10,152,1.72,1.21,1.79,365,1.14,0.80,1.19,9.72,75.4,80.3,77.8,-1.55,-1.31,-1.43
District of Columbia,U.S.A.,712.330,"4,477.2",7.15,152,1.17,1.00,1.48,365,0.93,0.80,1.19,8.64,73.4,79.7,76.5,-1.50,-1.49,-1.49
North Carolina,U.S.A.,"10,501.123",83.2,9.07,152,1.45,1.00,1.49,365,1.16,0.80,1.19,10.66,74.1,79.3,76.7,-1.42,-1.22,-1.32
Luxembourg,Cntry/Terr,625.976,241.7,7.14,152,1.23,0.87,1.29,365,1.13,0.80,1.18,8.43,78.7,83.0,80.8,-1.66,-1.41,-1.54
Kuwait,Cntry/Terr,"4,270.563",239.7,2.67,152,0.47,1.03,1.52,365,0.37,0.80,1.18,3.44,73.9,76.1,75.0,-0.96,-0.61,-0.79
Idaho,U.S.A.,"1,774.655",8.3,8.16,152,0.88,0.62,0.92,365,1.13,0.80,1.18,9.68,75.9,80.2,78.0,-1.54,-1.22,-1.39
Lithuania,Cntry/Terr,"2,722.291",43.4,13.56,152,2.48,1.27,1.88,365,1.54,0.79,1.17,16.09,69.4,80.1,74.6,-1.01,-1.30,-1.16
Lombardia,Italy,"10,073.686",422.2,9.90,152,2.02,0.92,1.36,365,1.74,0.79,1.17,12.19,78.8,84.5,81.6,-1.75,-1.58,-1.67
Bahamas,Cntry/Terr,393.248,39.3,6.71,152,0.37,0.51,0.76,365,0.56,0.78,1.16,7.66,70.7,75.4,73.0,-1.00,-0.76,-0.88
Wisconsin,U.S.A.,"5,882.866",41.8,9.09,152,1.07,0.67,0.99,365,1.23,0.78,1.15,10.79,75.7,80.4,78.0,-1.46,-1.24,-1.36
Suriname,Cntry/Terr,586.634,3.8,7.32,152,0.74,1.10,1.63,365,0.51,0.77,1.14,8.05,67.8,74.4,71.0,-0.83,-0.78,-0.80
United Kingdom,Cntry/Terr,"67,886.004",280.6,9.38,152,1.93,1.12,1.66,365,1.32,0.77,1.13,10.84,78.2,81.8,80.0,-1.58,-1.26,-1.42
New York,U.S.A.,"19,779.540",161.7,7.83,152,1.86,1.19,1.76,365,1.19,0.76,1.13,9.75,76.4,81.7,79.0,-1.61,-1.44,-1.53
French Guiana,Cntry/Terr,298.682,3.6,2.92,152,0.36,0.71,1.06,365,0.39,0.76,1.13,3.49,76.0,81.9,78.9,-1.24,-1.27,-1.25
Minnesota,U.S.A.,"5,677.124",27.5,9.96,152,0.90,0.60,0.89,365,1.14,0.75,1.12,9.47,76.9,81.6,79.2,-1.56,-1.32,-1.45
Trento (Provincia autonoma di),Italy,541.866,87.3,9.30,152,1.83,0.84,1.24,365,1.65,0.75,1.11,11.41,79.2,85.0,82.0,-1.85,-1.60,-1.73
Guyana,Cntry/Terr,786.559,4.0,7.42,152,0.69,1.06,1.57,365,0.48,0.74,1.09,8.07,65.9,72.3,69.0,-1.08,-0.90,-0.99
Belgium,Cntry/Terr,"11,589.616",382.7,9.79,152,1.12,0.62,0.92,365,1.34,0.74,1.09,11.28,78.0,82.7,80.3,-1.48,-1.28,-1.39
Portugal,Cntry/Terr,"10,196.707",111.3,10.59,152,2.38,1.14,1.69,365,1.53,0.73,1.09,12.78,77.8,83.6,80.6,-1.44,-1.32,-1.38
Azerbaijan,Cntry/Terr,"10,139.175",122.7,6.75,152,0.54,0.82,1.21,365,0.48,0.73,1.08,7.37,69.7,74.9,72.3,-0.81,-0.65,-0.73
Castilla y Leon,Spain,"2,401.521",25.5,11.91,152,1.80,0.64,0.94,365,2.07,0.73,1.08,15.33,80.1,85.4,82.7,-1.73,-1.61,-1.67
Connecticut,U.S.A.,"3,613.794",288.0,8.73,152,1.49,0.89,1.32,365,1.19,0.71,1.05,10.48,76.3,81.7,78.9,-1.45,-1.27,-1.36
Piemonte,Italy,"4,369.052",172.3,12.30,152,2.04,0.82,1.21,365,1.78,0.71,1.05,14.58,78.2,84.0,81.1,-1.51,-1.33,-1.42
Puglia,Italy,"4,034.220",206.6,9.60,152,2.40,1.14,1.69,365,1.49,0.71,1.05,11.69,78.7,84.2,81.4,-1.58,-1.36,-1.47
Nebraska,U.S.A.,"1,952.141",9.8,8.79,152,0.74,0.49,0.72,365,1.06,0.71,1.04,10.12,76.1,80.6,78.3,-1.38,-1.16,-1.27
Colorado,U.S.A.,"5,762.204",21.4,6.79,152,0.74,0.57,0.85,365,0.89,0.69,1.02,8.15,76.4,81.4,78.8,-1.43,-1.21,-1.32
Castilla-La Mancha,Spain,"2,021.012",25.4,9.54,152,2.18,1.02,1.51,365,1.47,0.69,1.02,11.96,79.9,85.0,82.4,-1.57,-1.38,-1.48
Italy,Cntry/Terr,"60,461.828",205.6,10.47,152,2.06,0.92,1.37,365,1.53,0.69,1.02,12.45,79.9,84.3,82.1,-1.53,-1.33,-1.43
Serbia,Cntry/Terr,"8,737.370",99.9,13.17,152,1.26,0.85,1.25,365,1.02,0.68,1.01,14.24,72.7,78.0,75.3,-0.86,-0.70,-0.78
Albania,Cntry/Terr,"2,877.800",105.0,7.82,152,1.06,0.85,1.26,365,0.84,0.67,1.00,9.30,76.0,79.5,77.7,-1.13,-0.80,-0.97
Utah,U.S.A.,"3,194.497",15.0,5.81,152,0.78,0.76,1.13,365,0.69,0.67,1.00,6.90,76.2,80.4,78.3,-1.33,-1.02,-1.18
Abruzzo,Italy,"1,314.662",121.5,11.20,152,2.32,0.97,1.44,365,1.58,0.66,0.98,13.32,78.5,84.5,81.4,-1.47,-1.31,-1.39
Campania,Italy,"5,801.773",424.5,9.20,152,1.81,1.02,1.51,365,1.17,0.66,0.98,10.86,77.0,83.1,80.0,-1.31,-1.14,-1.23
Latvia,Cntry/Terr,"1,886.202",30.3,14.60,152,2.22,1.17,1.74,365,1.25,0.66,0.98,16.37,69.6,79.1,74.2,-0.81,-0.98,-0.89
Maldives,Cntry/Terr,540.542,"1,801.8",2.84,152,0.50,1.14,1.69,365,0.29,0.66,0.98,3.01,76.6,80.1,78.3,-1.16,-0.91,-1.04
Liguria,Italy,"1,557.702",192.2,14.30,152,2.21,0.77,1.14,365,1.83,0.64,0.95,16.51,78.6,84.2,81.3,-1.38,-1.24,-1.31
Turkey,Cntry/Terr,"84,339.067",109.6,5.40,152,0.76,0.95,1.41,365,0.51,0.64,0.95,6.16,73.9,79.8,76.8,-0.98,-0.90,-0.94
Israel,Cntry/Terr,"8,655.541",400.0,5.33,152,0.86,0.77,1.14,365,0.71,0.64,0.95,6.18,80.0,83.4,81.7,-1.52,-1.16,-1.35
France,Cntry/Terr,"65,273.512",119.2,9.27,152,1.65,0.85,1.26,365,1.24,0.64,0.94,10.87,78.5,84.3,81.3,-1.40,-1.32,-1.36
Comunitat Valenciana,Spain,"4,976.319",214.0,8.81,152,2.15,1.12,1.65,365,1.22,0.63,0.94,10.92,79.1,84.4,81.7,-1.36,-1.20,-1.28
Russian Federation,Cntry/Terr,"145,934.460",8.9,12.72,152,1.04,0.81,1.21,365,0.79,0.62,0.91,13.64,66.6,77.1,71.7,-0.60,-0.73,-0.67
Molise,Italy,306.556,68.8,12.10,152,2.35,0.94,1.39,365,1.53,0.61,0.90,14.13,78.8,84.6,81.6,-1.34,-1.24,-1.29
Austria,Cntry/Terr,"9,006.400",109.3,9.87,152,1.17,0.65,0.96,365,1.10,0.61,0.90,11.08,78.1,82.9,80.5,-1.23,-1.03,-1.13
Kyrgyzstan,Cntry/Terr,"6,524.191",34.0,6.07,152,0.17,0.37,0.54,365,0.27,0.60,0.90,6.13,67.1,75.1,71.0,-0.47,-0.56,-0.52
Murcia (Region de),Spain,"1,479.460",130.8,7.65,152,1.39,0.86,1.27,365,0.98,0.60,0.89,9.23,79.3,84.5,81.8,-1.28,-1.13,-1.21
Asturias (Principado de),Spain,"1,024.060",96.6,12.64,152,1.46,0.55,0.81,365,1.62,0.60,0.89,15.46,78.8,84.8,81.7,-1.27,-1.22,-1.25
Toscana,Italy,"3,740.109",295.7,11.60,152,1.96,0.78,1.15,365,1.52,0.60,0.89,13.55,79.7,84.9,82.2,-1.39,-1.22,-1.31
Catalunia,Spain,"7,623.414",237.4,8.41,152,1.83,0.94,1.39,365,1.17,0.60,0.89,10.56,79.7,85.3,82.5,-1.35,-1.26,-1.31
Lazio,Italy,"5,885.980",341.7,9.70,152,1.80,0.85,1.26,365,1.26,0.60,0.88,11.57,78.9,84.4,81.6,-1.34,-1.18,-1.26
Pais Vasco,Spain,"2,202.966",304.5,9.89,152,1.60,0.69,1.03,365,1.36,0.59,0.88,12.21,79.9,85.5,82.7,-1.34,-1.30,-1.32
Andalucia,Spain,"8,349.380",95.3,8.33,152,1.37,0.79,1.17,365,1.02,0.59,0.87,10.35,78.4,83.9,81.1,-1.18,-1.04,-1.11
Umbria,Italy,884.495,104.7,11.40,152,2.11,0.82,1.21,365,1.50,0.58,0.86,13.57,80.0,85.0,82.5,-1.39,-1.21,-1.30
Switzerland,Cntry/Terr,"8,654.618",219.0,8.01,152,0.88,0.49,0.72,365,1.03,0.57,0.84,9.35,80.7,84.6,82.6,-1.35,-1.12,-1.24
"Rioja, La",Spain,315.741,62.6,10.00,152,1.41,0.62,0.91,365,1.30,0.57,0.84,12.24,80.0,85.6,82.8,-1.28,-1.25,-1.26
Spain,Cntry/Terr,"46,754.783",93.7,9.02,152,1.50,0.74,1.10,365,1.13,0.56,0.83,10.83,79.7,85.2,82.4,-1.27,-1.17,-1.22
Comoros,Cntry/Terr,869.595,467.3,7.27,152,0.38,1.24,1.83,365,0.17,0.55,0.81,7.28,62.3,66.0,64.1,-0.45,-0.33,-0.39
Sicilia,Italy,"5,005.165",193.9,10.40,152,1.64,0.81,1.19,365,1.11,0.55,0.81,11.93,77.5,83.5,80.5,-1.14,-0.98,-1.06
Sweden,Cntry/Terr,"10,099.270",24.6,9.19,152,1.36,0.75,1.10,365,1.00,0.55,0.81,10.19,80.0,83.7,81.8,-1.21,-0.99,-1.10
Extremadura,Spain,"1,063.076",25.5,10.56,152,1.66,0.74,1.10,365,1.22,0.54,0.80,12.85,79.0,84.8,81.9,-1.16,-1.06,-1.11
Madrid (Comunidad de),Spain,"6,611.809",823.6,7.06,152,1.26,0.68,1.01,365,1.00,0.54,0.80,8.86,81.1,86.4,83.7,-1.36,-1.27,-1.32
Qatar,Cntry/Terr,"2,881.060",248.2,1.19,152,0.26,0.77,1.14,365,0.18,0.53,0.79,1.55,78.2,81.1,79.6,-1.16,-1.00,-1.08
Marche,Italy,"1,529.183",162.7,11.20,152,2.27,0.90,1.34,365,1.33,0.53,0.78,13.20,79.9,85.2,82.5,-1.24,-1.09,-1.17
Malta,Cntry/Terr,441.539,"1,379.8",8.24,152,1.09,0.62,0.91,365,0.93,0.53,0.78,9.78,79.7,83.4,81.5,-1.15,-0.95,-1.05
Ireland,Cntry/Terr,"4,937.796",71.7,6.05,152,1.31,1.04,1.54,365,0.67,0.53,0.78,7.07,79.7,83.1,81.3,-1.16,-0.91,-1.04
Greece,Cntry/Terr,"10,423.056",80.9,10.81,152,1.67,0.76,1.13,365,1.14,0.52,0.77,12.61,78.8,83.8,81.3,-1.19,-0.94,-1.06
Nepal,Cntry/Terr,"29,136.808",203.3,6.39,152,0.46,0.92,1.36,365,0.25,0.51,0.76,6.62,68.9,72.1,70.5,-0.55,-0.39,-0.47
Navarra (C. Foral de),Spain,651.019,62.7,8.51,152,0.79,0.38,0.56,365,1.05,0.50,0.75,10.63,80.7,86.2,83.4,-1.18,-1.13,-1.15
Estonia,Cntry/Terr,"1,326.539",31.3,11.62,152,1.85,1.03,1.52,365,0.89,0.50,0.73,13.11,73.7,82.0,77.7,-0.76,-0.79,-0.78
Curacao,Cntry/Terr,164.100,369.6,8.77,152,1.58,1.05,1.56,365,0.74,0.49,0.73,10.06,75.0,80.9,77.9,-0.94,-0.83,-0.89
World,Global,"7,794,798.729",59.9,7.55,152,0.53,0.64,0.94,365,0.41,0.49,0.72,8.15,69.7,74.6,72.1,-0.69,-0.60,-0.64
New Hampshire,U.S.A.,"1,372.567",59.1,9.31,152,1.04,0.62,0.91,365,0.81,0.48,0.71,10.85,75.4,81.1,78.2,-0.91,-0.81,-0.86
Antigua and Barbuda,Cntry/Terr,97.928,222.6,6.34,152,0.91,1.06,1.57,365,0.40,0.47,0.69,7.00,75.2,77.7,76.4,-0.80,-0.51,-0.66
Germany,Cntry/Terr,"83,783.945",240.4,11.16,152,1.57,0.76,1.12,365,0.96,0.46,0.68,12.58,78.2,83.0,80.6,-0.95,-0.81,-0.88
United Arab Emirates,Cntry/Terr,"9,890.400",118.3,1.45,152,0.25,0.78,1.16,365,0.14,0.46,0.68,1.84,76.6,78.9,77.7,-0.79,-0.55,-0.68
Alaska,U.S.A.,745.469,0.5,5.96,152,0.53,0.49,0.73,365,0.48,0.45,0.67,7.22,75.4,80.4,77.8,-0.90,-0.86,-0.88
Saudi Arabia,Cntry/Terr,"34,813.867",16.2,3.47,152,0.08,0.18,0.26,365,0.20,0.45,0.66,3.88,73.5,76.5,75.0,-0.60,-0.43,-0.52
Chiapas,Mexico,"5,412.679",73.8,4.53,152,0.17,0.28,0.41,365,0.27,0.45,0.66,5.79,70.9,76.5,73.6,-0.72,-0.58,-0.65
Puerto Rico,Cntry/Terr,"2,860.840",322.5,9.35,152,0.84,0.45,0.67,365,0.83,0.44,0.66,11.18,75.8,82.7,79.2,-0.91,-0.87,-0.89
El Salvador,Cntry/Terr,"6,486.201",313.0,7.02,152,0.34,0.44,0.65,365,0.34,0.44,0.65,7.54,68.1,77.4,72.6,-0.61,-0.57,-0.59
Washington,U.S.A.,"7,627.572",44.2,7.70,152,0.73,0.52,0.77,365,0.61,0.44,0.65,8.55,77.0,81.7,79.3,-0.91,-0.77,-0.84
Basilicata,Italy,564.286,56.1,11.10,152,1.37,0.59,0.88,365,0.98,0.42,0.63,12.62,77.8,84.7,81.2,-0.93,-0.84,-0.89
India,Cntry/Terr,"1,380,004.385",464.1,7.24,152,0.32,0.54,0.80,365,0.24,0.40,0.60,7.68,68.2,70.8,69.5,-0.47,-0.32,-0.40
Netherlands,Cntry/Terr,"17,134.873",508.2,8.72,152,0.89,0.51,0.75,365,0.70,0.40,0.59,9.86,79.9,83.4,81.6,-0.87,-0.69,-0.78
Dominican Republic,Cntry/Terr,"10,847.904",224.5,6.13,152,0.27,0.37,0.55,365,0.29,0.40,0.59,6.64,70.4,76.9,73.6,-0.70,-0.64,-0.67
Sao Tome and Principe,Cntry/Terr,219.161,228.3,4.87,152,0.23,0.76,1.13,365,0.12,0.39,0.58,4.80,67.7,72.7,70.1,-0.40,-0.32,-0.36
Zimbabwe,Cntry/Terr,"14,862.927",38.4,8.07,152,0.20,0.72,1.07,365,0.11,0.39,0.57,7.92,59.5,62.7,61.1,-0.25,-0.20,-0.23
Oregon,U.S.A.,"4,244.225",17.1,8.84,152,0.68,0.43,0.64,365,0.59,0.38,0.56,9.84,76.5,81.2,78.8,-0.76,-0.64,-0.70
Jamaica,Cntry/Terr,"2,961.161",273.4,7.56,152,0.52,0.61,0.90,365,0.32,0.37,0.55,7.94,72.4,75.9,74.1,-0.58,-0.37,-0.48
Philippines,Cntry/Terr,"109,581.085",367.5,5.83,152,0.26,0.52,0.77,365,0.18,0.37,0.54,6.23,67.0,75.2,71.0,-0.38,-0.43,-0.40
Morocco,Cntry/Terr,"36,910.558",82.7,5.06,152,0.11,0.17,0.26,365,0.24,0.37,0.54,5.44,75.1,77.7,76.4,-0.52,-0.37,-0.45
Sardegna,Italy,"1,643.577",68.2,9.90,152,1.05,0.46,0.68,365,0.81,0.36,0.53,11.42,79.3,85.3,82.2,-0.85,-0.77,-0.81
Trinidad and Tobago,Cntry/Terr,"1,399.491",272.8,8.32,152,0.63,0.65,0.96,365,0.35,0.36,0.53,9.14,70.5,75.9,73.1,-0.50,-0.41,-0.45
Balears (Illes),Spain,"1,137.723",227.9,6.70,152,0.78,0.49,0.73,365,0.55,0.35,0.52,8.04,80.4,85.4,82.9,-0.81,-0.72,-0.77
Guadeloupe,Cntry/Terr,400.127,245.8,8.19,152,0.60,0.34,0.50,365,0.60,0.34,0.50,9.41,77.8,84.8,81.2,-0.79,-0.81,-0.80
Zambia,Cntry/Terr,"18,383.956",24.7,6.58,152,0.12,0.55,0.81,365,0.07,0.32,0.48,6.40,60.7,66.8,63.7,-0.24,-0.21,-0.22
Indonesia,Cntry/Terr,"273,523.621",151.0,6.45,152,0.25,0.43,0.64,365,0.18,0.31,0.46,6.86,69.4,73.9,71.6,-0.34,-0.28,-0.31
Mauritania,Cntry/Terr,"4,649.660",4.5,7.27,152,0.06,0.20,0.29,365,0.09,0.31,0.46,7.17,63.2,66.5,64.8,-0.27,-0.19,-0.24
Equatorial Guinea,Cntry/Terr,"1,402.985",50.0,9.43,152,0.05,0.22,0.33,365,0.08,0.31,0.45,8.97,57.8,60.1,58.9,-0.21,-0.14,-0.17
Gambia,Cntry/Terr,"2,416.664",238.8,7.99,152,0.05,0.23,0.34,365,0.07,0.31,0.45,7.65,60.8,63.7,62.2,-0.22,-0.15,-0.19
Canada,Cntry/Terr,"37,742.157",4.2,7.71,152,0.63,0.39,0.57,365,0.48,0.29,0.44,8.52,80.0,83.9,81.9,-0.68,-0.59,-0.64
Egypt,Cntry/Terr,"102,334.403",102.8,5.83,152,0.18,0.37,0.55,365,0.14,0.29,0.43,5.91,69.6,74.3,71.9,-0.31,-0.25,-0.28
Djibouti,Cntry/Terr,988.002,42.6,7.08,152,0.23,0.50,0.74,365,0.13,0.29,0.43,7.24,64.9,69.2,67.0,-0.30,-0.22,-0.26
Maine,U.S.A.,"1,355.887",17.0,10.99,152,0.85,0.45,0.67,365,0.54,0.29,0.43,12.32,75.5,80.7,78.0,-0.54,-0.45,-0.50
Afghanistan,Cntry/Terr,"38,928.341",59.6,6.52,152,0.05,0.18,0.27,365,0.07,0.27,0.41,6.32,63.4,66.5,64.9,-0.24,-0.17,-0.20
Cantabria,Spain,579.733,109.0,10.33,152,0.71,0.31,0.46,365,0.63,0.27,0.40,11.82,80.2,86.2,83.1,-0.61,-0.62,-0.61
Kazakhstan,Cntry/Terr,"18,776.707",7.0,7.13,152,0.09,0.13,0.19,365,0.18,0.27,0.39,7.46,68.9,77.4,73.0,-0.28,-0.30,-0.29
Calabria,Italy,"1,949.987",128.1,10.10,152,0.86,0.40,0.60,365,0.55,0.26,0.38,11.30,78.5,84.7,81.5,-0.58,-0.51,-0.55
Galicia,Spain,"2,697.559",91.2,11.57,152,0.91,0.34,0.51,365,0.67,0.25,0.37,13.68,80.0,85.9,82.9,-0.58,-0.55,-0.57
Malawi,Cntry/Terr,"19,129.955",202.9,6.77,152,0.12,0.50,0.74,365,0.06,0.25,0.37,6.46,61.2,67.5,64.3,-0.18,-0.16,-0.17
Senegal,Cntry/Terr,"16,743.930",87.0,5.81,152,0.10,0.37,0.56,365,0.07,0.23,0.35,5.61,65.8,70.0,67.8,-0.21,-0.15,-0.18
Kenya,Cntry/Terr,"53,771.300",94.5,5.52,152,0.07,0.27,0.39,365,0.06,0.23,0.34,5.53,64.2,69.0,66.6,-0.20,-0.16,-0.18
Cyprus,Cntry/Terr,"1,207.361",130.7,6.99,152,0.48,0.38,0.56,365,0.28,0.23,0.33,7.71,78.7,82.8,80.7,-0.42,-0.36,-0.39
Syrian Arab Republic,Cntry/Terr,"17,500.657",95.3,5.52,152,0.15,0.31,0.46,365,0.10,0.22,0.32,5.13,69.1,78.1,73.5,-0.26,-0.24,-0.25
Pakistan,Cntry/Terr,"220,892.331",286.5,6.98,152,0.12,0.28,0.41,365,0.09,0.21,0.31,7.02,66.2,68.3,67.2,-0.23,-0.14,-0.19
Belarus,Cntry/Terr,"9,449.321",46.6,12.55,152,0.36,0.27,0.40,365,0.28,0.21,0.31,12.94,69.5,79.4,74.3,-0.21,-0.25,-0.23
Denmark,Cntry/Terr,"5,792.203",136.5,9.72,152,0.51,0.29,0.43,365,0.34,0.19,0.29,10.30,78.7,82.6,80.6,-0.39,-0.33,-0.36
Hawaii,U.S.A.,"1,439.609",86.5,7.98,152,0.35,0.20,0.30,365,0.34,0.19,0.28,8.75,78.5,84.8,81.6,-0.50,-0.51,-0.50
Vermont,U.S.A.,634.325,26.5,9.63,152,0.45,0.26,0.39,365,0.32,0.18,0.27,10.46,76.5,81.6,79.0,-0.36,-0.31,-0.34
Canarias,Spain,"2,136.113",286.8,7.05,152,0.40,0.25,0.37,365,0.29,0.18,0.27,8.25,79.7,84.8,82.2,-0.41,-0.36,-0.39
Reunion,Cntry/Terr,895.308,358.1,6.21,152,0.39,0.34,0.51,365,0.21,0.18,0.27,6.60,77.2,83.4,80.3,-0.41,-0.38,-0.39
Gabon,Cntry/Terr,"2,225.728",8.6,6.91,152,0.09,0.28,0.41,365,0.06,0.18,0.26,6.82,64.3,68.6,66.4,-0.16,-0.12,-0.14
Somalia,Cntry/Terr,"15,893.219",25.3,10.94,152,0.10,0.37,0.55,365,0.04,0.17,0.25,10.59,55.8,59.3,57.5,-0.12,-0.09,-0.10
Cameroon,Cntry/Terr,"26,545.864",56.2,9.36,152,0.07,0.29,0.43,365,0.04,0.16,0.24,9.00,58.1,60.8,59.4,-0.11,-0.07,-0.09
Sudan,Cntry/Terr,"43,849.269",24.8,7.24,152,0.06,0.19,0.28,365,0.05,0.16,0.23,7.17,63.5,67.3,65.4,-0.16,-0.11,-0.14
Yemen,Cntry/Terr,"29,825.968",56.5,6.01,152,0.06,0.21,0.31,365,0.04,0.15,0.22,6.02,64.4,67.8,66.1,-0.13,-0.10,-0.12
Channel Islands,Cntry/Terr,173.859,915.0,7.81,152,0.39,0.23,0.34,365,0.24,0.14,0.21,8.31,81.0,84.7,82.8,-0.33,-0.29,-0.31
Bangladesh,Cntry/Terr,"164,689.383","1,265.2",5.55,152,0.07,0.13,0.20,365,0.07,0.13,0.20,5.70,71.0,74.7,72.8,-0.18,-0.15,-0.17
Malaysia,Cntry/Terr,"32,365.998",98.5,5.05,152,0.17,0.27,0.39,365,0.08,0.13,0.19,5.48,74.1,78.3,76.2,-0.22,-0.15,-0.19
Venezuela (Bolivarian Republic of),Cntry/Terr,"28,435.943",32.2,6.95,152,0.14,0.19,0.28,365,0.09,0.13,0.19,7.39,68.3,76.0,72.1,-0.17,-0.16,-0.17
United States Virgin Islands,Cntry/Terr,104.423,298.4,8.47,152,0.09,0.06,0.09,365,0.20,0.13,0.19,9.52,77.9,83.0,80.4,-0.23,-0.22,-0.23
Guinea-Bissau,Cntry/Terr,"1,967.998",70.0,9.72,152,0.03,0.11,0.16,365,0.03,0.12,0.18,9.39,56.5,60.5,58.4,-0.07,-0.05,-0.06
Ethiopia,Cntry/Terr,"114,963.583",115.0,6.66,152,0.05,0.15,0.21,365,0.04,0.11,0.17,6.41,64.8,68.7,66.7,-0.12,-0.08,-0.10
Myanmar,Cntry/Terr,"54,409.794",83.3,8.19,152,0.02,0.04,0.06,365,0.06,0.11,0.16,8.48,64.1,70.2,67.1,-0.09,-0.08,-0.09
Martinique,Cntry/Terr,375.265,354.0,9.07,152,0.34,0.17,0.25,365,0.22,0.11,0.16,10.02,79.1,85.5,82.2,-0.25,-0.25,-0.25
Mozambique,Cntry/Terr,"31,255.435",39.7,8.62,152,0.05,0.20,0.30,365,0.03,0.11,0.16,8.18,58.0,63.8,60.8,-0.07,-0.06,-0.06
Angola,Cntry/Terr,"32,866.268",26.4,8.33,152,0.03,0.12,0.17,365,0.02,0.10,0.15,7.88,58.6,64.2,61.3,-0.07,-0.06,-0.06
Algeria,Cntry/Terr,"43,851.043",18.4,4.72,152,0.04,0.06,0.09,365,0.06,0.10,0.15,4.93,75.6,78.2,76.9,-0.19,-0.13,-0.16
Madagascar,Cntry/Terr,"27,691.019",47.6,6.13,152,0.05,0.17,0.25,365,0.03,0.10,0.15,5.95,65.6,68.9,67.2,-0.10,-0.07,-0.09
Mali,Cntry/Terr,"20,250.834",16.6,9.82,152,0.03,0.13,0.19,365,0.02,0.09,0.14,9.24,58.7,60.4,59.5,-0.07,-0.04,-0.06
Rwanda,Cntry/Terr,"12,952.209",525.0,5.32,152,0.05,0.16,0.24,365,0.03,0.09,0.13,5.27,66.9,71.3,69.0,-0.09,-0.07,-0.08
Barbados,Cntry/Terr,287.371,668.3,8.98,152,0.33,0.21,0.32,365,0.14,0.09,0.13,9.35,77.8,80.4,79.1,-0.22,-0.15,-0.18
Congo,Cntry/Terr,"5,518.092",16.2,6.75,152,0.02,0.07,0.11,365,0.02,0.09,0.13,6.69,63.1,66.1,64.6,-0.07,-0.05,-0.06
Central African Republic,Cntry/Terr,"4,829.764",7.8,12.39,152,0.02,0.07,0.10,365,0.02,0.08,0.12,11.83,51.3,55.7,53.4,-0.04,-0.03,-0.03
Ghana,Cntry/Terr,"31,072.945",136.6,7.35,152,0.03,0.11,0.17,365,0.02,0.08,0.11,7.25,63.1,65.4,64.2,-0.06,-0.04,-0.05
Sri Lanka,Cntry/Terr,"21,413.250",341.5,6.62,152,0.14,0.15,0.23,365,0.07,0.07,0.11,7.07,73.7,80.3,76.9,-0.11,-0.10,-0.10
Norway,Cntry/Terr,"5,421.242",14.8,8.00,152,0.15,0.10,0.15,365,0.10,0.06,0.10,8.11,80.5,84.4,82.4,-0.14,-0.12,-0.13
Finland,Cntry/Terr,"5,540.718",18.2,9.73,152,0.17,0.09,0.13,365,0.11,0.06,0.09,10.20,79.1,84.7,81.9,-0.13,-0.12,-0.12
Cuba,Cntry/Terr,"11,326.616",106.4,8.91,152,0.17,0.12,0.17,365,0.08,0.05,0.08,9.56,76.9,80.8,78.8,-0.10,-0.08,-0.09
Togo,Cntry/Terr,"8,278.737",152.2,8.56,152,0.02,0.06,0.09,365,0.01,0.05,0.07,8.28,60.4,62.2,61.3,-0.04,-0.02,-0.03
