LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
US39,Ohio,U.S.A.,"11,827.215",111.5,10.61,28,2.26,1.62,2.12,366,0.93,0.67,0.87,11.85,73.6,78.9,76.2,-0.99,-0.85,-0.92
HRV,Croatia,Cntry/Terr,"4,105.268",73.4,13.13,28,3.26,2.03,2.65,366,1.20,0.75,0.98,14.51,74.5,80.8,77.6,-0.96,-0.88,-0.92
NLD,Netherlands,Cntry/Terr,"17,134.873",508.2,8.72,28,1.83,1.18,1.54,366,0.81,0.52,0.69,9.96,79.8,83.3,81.5,-1.00,-0.79,-0.90
US40,Oklahoma,U.S.A.,"3,989.492",22.4,10.29,28,3.06,2.41,3.15,366,0.86,0.67,0.88,11.50,72.8,77.9,75.3,-0.96,-0.83,-0.90
PE19,Pasco,Peru,284.581,11.4,NA,28,1.98,3.44,4.50,366,0.63,1.10,1.44,12.06,66.4,71.0,68.6,-0.95,-0.82,-0.88
MX20,Oaxaca,Mexico,"4,386.373",46.8,5.71,28,1.06,1.37,1.79,366,0.57,0.73,0.95,8.18,70.4,76.1,73.2,-0.97,-0.79,-0.88
US49,Utah,U.S.A.,"3,194.497",15.0,5.81,28,1.44,1.59,2.09,366,0.51,0.56,0.74,6.72,76.6,80.7,78.6,-1.00,-0.76,-0.88
IRQ,Iraq,Cntry/Terr,"40,222.503",92.6,4.80,28,0.07,0.24,0.31,366,0.32,1.13,1.48,5.10,67.7,72.1,69.8,-0.99,-0.76,-0.88
ES14,Murcia (Region de),Spain,"1,479.460",130.8,7.65,28,2.64,1.84,2.41,366,0.70,0.49,0.64,8.95,79.6,84.8,82.2,-0.93,-0.82,-0.87
TUN,Tunisia,Cntry/Terr,"11,818.618",76.1,6.26,28,2.03,2.86,3.74,366,0.55,0.78,1.02,6.93,73.9,78.1,76.0,-0.96,-0.78,-0.87
AUT,Austria,Cntry/Terr,"9,006.400",109.3,9.87,28,2.01,1.26,1.65,366,0.84,0.53,0.69,10.81,78.4,83.2,80.7,-0.94,-0.79,-0.87
US54,West Virginia,U.S.A.,"1,828.890",29.3,12.82,28,4.61,2.97,3.89,366,1.08,0.70,0.91,14.45,71.6,77.2,74.3,-0.93,-0.79,-0.86
GUF,French Guiana,Cntry/Terr,298.682,3.6,2.92,28,0.22,0.49,0.64,366,0.25,0.57,0.74,3.36,76.4,82.3,79.3,-0.83,-0.85,-0.84
IT12,Lazio,Italy,"5,885.980",341.7,9.70,28,2.45,1.31,1.71,366,0.83,0.44,0.58,11.13,79.3,84.8,82.0,-0.89,-0.78,-0.84
BGR,Bulgaria,Cntry/Terr,"6,948.445",64.0,15.38,28,2.63,1.74,2.27,366,1.29,0.85,1.12,16.83,70.8,78.0,74.3,-0.87,-0.79,-0.83
PRY,Paraguay,Cntry/Terr,"7,132.530",18.0,5.48,28,0.77,1.42,1.86,366,0.38,0.69,0.91,6.05,71.4,75.8,73.5,-0.91,-0.74,-0.83
LBN,Lebanon,Cntry/Terr,"6,825.442",667.2,4.31,28,2.21,3.52,4.61,366,0.38,0.61,0.80,5.04,76.4,80.2,78.3,-0.89,-0.75,-0.82
ES01,Andalucia,Spain,"8,349.380",95.3,8.33,28,1.64,1.08,1.41,366,0.74,0.48,0.63,10.07,78.7,84.1,81.4,-0.86,-0.76,-0.81
SVK,Slovakia,Cntry/Terr,"5,459.643",113.5,9.87,28,5.44,4.55,5.96,366,0.81,0.68,0.88,11.09,73.3,80.3,76.7,-0.84,-0.77,-0.80
US33,New Hampshire,U.S.A.,"1,372.567",59.1,9.31,28,2.50,1.68,2.20,366,0.74,0.50,0.65,10.77,75.5,81.2,78.3,-0.84,-0.74,-0.79
IT16,Puglia,Italy,"4,034.220",206.6,9.60,28,2.12,1.14,1.49,366,0.77,0.42,0.54,10.98,79.4,84.9,82.1,-0.85,-0.73,-0.79
LTU,Lithuania,Cntry/Terr,"2,722.291",43.4,13.56,28,6.17,3.59,4.69,366,1.01,0.59,0.77,15.55,69.8,80.5,75.0,-0.67,-0.87,-0.77
US53,Washington,U.S.A.,"7,627.572",44.2,7.70,28,1.34,1.09,1.42,366,0.56,0.45,0.59,8.49,77.1,81.8,79.4,-0.82,-0.70,-0.76
IT10,Umbria,Italy,884.495,104.7,11.40,28,2.01,0.88,1.16,366,0.86,0.38,0.49,12.92,80.6,85.5,83.0,-0.81,-0.71,-0.76
US21,Kentucky,U.S.A.,"4,519.893",43.9,10.82,28,2.86,2.21,2.89,366,0.80,0.62,0.81,12.27,72.1,77.3,74.7,-0.82,-0.70,-0.76
ES06,Cantabria,Spain,579.733,109.0,10.33,28,1.33,0.66,0.86,366,0.78,0.38,0.50,11.96,80.0,86.0,83.0,-0.75,-0.76,-0.75
BHR,Bahrain,Cntry/Terr,"1,701.583","2,238.9",2.38,28,0.15,0.46,0.60,366,0.22,0.65,0.86,2.68,75.7,77.9,76.8,-0.87,-0.61,-0.74
IT14,Molise,Italy,306.556,68.8,12.10,28,3.07,1.39,1.81,366,0.86,0.39,0.51,13.46,79.3,85.1,82.2,-0.76,-0.71,-0.74
ROU,Romania,Cntry/Terr,"19,237.682",83.6,13.03,28,1.59,1.13,1.47,366,0.94,0.67,0.87,14.17,72.0,78.9,75.4,-0.77,-0.70,-0.73
MDA,Republic of Moldova,Cntry/Terr,"4,033.963",122.8,11.62,28,1.39,1.55,2.02,366,0.85,0.94,1.23,12.78,67.0,75.5,71.1,-0.70,-0.76,-0.73
SWZ,Eswatini,Cntry/Terr,"1,160.164",67.5,9.42,28,3.75,12.41,16.24,366,0.46,1.53,2.01,9.74,55.4,64.0,59.6,-0.67,-0.79,-0.73
PE01,Amazonas (PE),Peru,423.381,10.8,NA,28,0.49,0.77,1.01,366,0.64,1.00,1.31,13.76,66.3,70.3,68.3,-0.80,-0.63,-0.72
BHS,Bahamas,Cntry/Terr,393.248,39.3,6.71,28,0.17,0.26,0.34,366,0.45,0.71,0.92,7.54,70.9,75.6,73.2,-0.80,-0.61,-0.71
ES04,Balears (Illes),Spain,"1,137.723",227.9,6.70,28,1.17,0.84,1.09,366,0.50,0.36,0.47,7.98,80.5,85.5,82.9,-0.73,-0.65,-0.69
IT15,Campania,Italy,"5,801.773",424.5,9.20,28,1.94,1.24,1.62,366,0.64,0.41,0.53,10.32,77.6,83.6,80.5,-0.73,-0.63,-0.68
CAN,Canada,Cntry/Terr,"37,742.157",4.2,7.71,28,1.39,0.97,1.27,366,0.52,0.36,0.47,8.55,79.9,83.9,81.8,-0.73,-0.63,-0.68
PRI,Puerto Rico,Cntry/Terr,"2,860.840",322.5,9.35,28,1.36,0.83,1.08,366,0.63,0.38,0.50,10.98,76.0,82.9,79.4,-0.70,-0.67,-0.68
MLT,Malta,Cntry/Terr,441.539,"1,379.8",8.24,28,1.24,0.80,1.04,366,0.59,0.38,0.50,9.44,80.1,83.8,81.9,-0.74,-0.61,-0.68
IT19,Sicilia,Italy,"5,005.165",193.9,10.40,28,2.50,1.39,1.82,366,0.67,0.37,0.49,11.49,77.9,83.9,80.9,-0.70,-0.60,-0.65
US02,Alaska,U.S.A.,745.469,0.5,5.96,28,0.98,1.04,1.36,366,0.35,0.37,0.49,7.09,75.6,80.7,78.1,-0.66,-0.63,-0.64
GEO,Georgia,Cntry/Terr,"3,989.175",57.4,12.85,28,2.04,1.83,2.40,366,0.78,0.71,0.92,13.39,68.8,77.6,73.1,-0.63,-0.65,-0.64
DEU,Germany,Cntry/Terr,"83,783.945",240.4,11.16,28,3.45,1.88,2.46,366,0.67,0.36,0.48,12.29,78.5,83.3,80.8,-0.67,-0.56,-0.62
PE05,Ayacucho,Peru,688.200,15.7,NA,28,0.53,0.73,0.96,366,0.59,0.81,1.06,15.50,66.5,71.0,68.7,-0.65,-0.55,-0.60
MX07,Chiapas,Mexico,"5,412.679",73.8,4.53,28,0.28,0.52,0.69,366,0.24,0.46,0.61,5.76,71.0,76.5,73.7,-0.65,-0.53,-0.59
IT20,Sardegna,Italy,"1,643.577",68.2,9.90,28,1.77,0.88,1.15,366,0.59,0.29,0.38,11.19,79.5,85.5,82.4,-0.62,-0.56,-0.59
ABW,Aruba,Cntry/Terr,106.766,593.1,8.97,28,1.22,1.18,1.55,366,0.55,0.53,0.70,10.10,73.3,78.2,75.7,-0.62,-0.55,-0.59
CHI,Channel Islands,Cntry/Terr,173.859,915.0,7.81,28,1.58,1.07,1.40,366,0.45,0.31,0.40,8.52,80.7,84.5,82.5,-0.62,-0.55,-0.59
LBY,Libya,Cntry/Terr,"6,871.287",3.9,5.07,28,0.67,1.63,2.13,366,0.27,0.64,0.84,5.47,69.6,75.6,72.5,-0.61,-0.52,-0.57
TUR,Turkey,Cntry/Terr,"84,339.067",109.6,5.40,28,0.73,1.04,1.36,366,0.30,0.43,0.56,5.96,74.3,80.2,77.2,-0.59,-0.54,-0.57
DOM,Dominican Republic,Cntry/Terr,"10,847.904",224.5,6.13,28,0.23,0.35,0.46,366,0.24,0.37,0.49,6.59,70.6,77.0,73.7,-0.58,-0.53,-0.56
ALB,Albania,Cntry/Terr,"2,877.800",105.0,7.82,28,0.77,0.70,0.91,366,0.47,0.43,0.56,8.93,76.5,79.8,78.1,-0.64,-0.45,-0.55
US41,Oregon,U.S.A.,"4,244.225",17.1,8.84,28,1.40,1.01,1.32,366,0.45,0.33,0.43,9.70,76.7,81.4,79.0,-0.58,-0.49,-0.54
QAT,Qatar,Cntry/Terr,"2,881.060",248.2,1.19,28,0.01,0.05,0.06,366,0.09,0.29,0.38,1.46,78.8,81.6,80.2,-0.57,-0.49,-0.53
ES12,Galicia,Spain,"2,697.559",91.2,11.57,28,1.42,0.61,0.80,366,0.62,0.27,0.35,13.63,80.1,86.0,82.9,-0.54,-0.51,-0.53
GLP,Guadeloupe,Cntry/Terr,400.127,245.8,8.19,28,0.07,0.04,0.05,366,0.39,0.25,0.33,9.20,78.1,85.1,81.5,-0.52,-0.53,-0.52
GRC,Greece,Cntry/Terr,"10,423.056",80.9,10.81,28,1.13,0.59,0.77,366,0.55,0.28,0.37,12.02,79.4,84.3,81.8,-0.58,-0.46,-0.52
IT17,Basilicata,Italy,564.286,56.1,11.10,28,1.48,0.73,0.95,366,0.57,0.28,0.36,12.21,78.2,85.1,81.6,-0.54,-0.49,-0.52
PE08,Cusco,Peru,"1,350.177",18.8,NA,28,0.70,1.07,1.40,366,0.45,0.68,0.90,13.76,66.1,70.4,68.2,-0.56,-0.47,-0.52
PE06,Cajamarca,Peru,"1,500.006",45.0,NA,28,0.49,0.66,0.87,366,0.44,0.60,0.79,14.59,68.3,72.5,70.4,-0.54,-0.46,-0.50
KWT,Kuwait,Cntry/Terr,"4,270.563",239.7,2.67,28,0.07,0.18,0.24,366,0.22,0.55,0.72,3.30,74.3,76.3,75.3,-0.59,-0.37,-0.49
SRB,Serbia,Cntry/Terr,"8,737.370",99.9,13.17,28,1.35,1.03,1.35,366,0.62,0.48,0.62,13.85,73.0,78.3,75.6,-0.53,-0.43,-0.48
SAU,Saudi Arabia,Cntry/Terr,"34,813.867",16.2,3.47,28,0.05,0.14,0.18,366,0.18,0.47,0.62,3.87,73.5,76.5,75.0,-0.55,-0.40,-0.48
GUY,Guyana,Cntry/Terr,786.559,4.0,7.42,28,0.18,0.32,0.42,366,0.22,0.39,0.51,7.82,66.5,72.8,69.5,-0.52,-0.43,-0.48
AZE,Azerbaijan,Cntry/Terr,"10,139.175",122.7,6.75,28,0.61,1.05,1.37,366,0.31,0.53,0.69,7.20,70.0,75.1,72.5,-0.52,-0.42,-0.47
CPV,Cabo Verde,Cntry/Terr,555.988,138.0,5.64,28,0.42,0.94,1.23,366,0.24,0.52,0.68,5.87,69.2,75.9,72.5,-0.49,-0.44,-0.47
LVA,Latvia,Cntry/Terr,"1,886.202",30.3,14.60,28,3.56,2.13,2.78,366,0.61,0.36,0.48,15.73,70.0,79.6,74.7,-0.40,-0.49,-0.44
SLV,El Salvador,Cntry/Terr,"6,486.201",313.0,7.02,28,0.55,0.80,1.05,366,0.25,0.36,0.47,7.44,68.2,77.6,72.8,-0.44,-0.41,-0.43
US15,Hawaii,U.S.A.,"1,439.609",86.5,7.98,28,1.06,0.68,0.89,366,0.28,0.18,0.24,8.70,78.6,84.9,81.7,-0.41,-0.42,-0.42
SUR,Suriname,Cntry/Terr,586.634,3.8,7.32,28,0.71,1.21,1.58,366,0.26,0.44,0.58,7.80,68.2,74.8,71.4,-0.43,-0.40,-0.42
PE09,Huancavelica,Peru,387.386,17.5,NA,28,0.91,1.21,1.58,366,0.45,0.60,0.78,16.77,66.3,70.1,68.2,-0.46,-0.37,-0.42
PE03,Apurimac,Peru,453.951,21.7,NA,28,1.04,1.34,1.75,366,0.43,0.55,0.72,16.60,66.4,70.3,68.3,-0.45,-0.38,-0.41
RUS,Russian Federation,Cntry/Terr,"145,934.460",8.9,12.72,28,1.28,1.13,1.48,366,0.48,0.43,0.56,13.34,66.8,77.4,72.0,-0.37,-0.45,-0.41
MAR,Morocco,Cntry/Terr,"36,910.558",82.7,5.06,28,0.30,0.51,0.66,366,0.22,0.38,0.50,5.42,75.1,77.8,76.4,-0.48,-0.34,-0.41
KGZ,Kyrgyzstan,Cntry/Terr,"6,524.191",34.0,6.07,28,0.11,0.26,0.35,366,0.22,0.54,0.70,6.07,67.2,75.3,71.1,-0.37,-0.44,-0.40
ARE,United Arab Emirates,Cntry/Terr,"9,890.400",118.3,1.45,28,0.20,0.72,0.94,366,0.08,0.30,0.39,1.78,77.0,79.1,78.0,-0.46,-0.32,-0.39
US23,Maine,U.S.A.,"1,355.887",17.0,10.99,28,2.12,1.28,1.67,366,0.42,0.25,0.33,12.19,75.6,80.8,78.2,-0.42,-0.35,-0.38
DNK,Denmark,Cntry/Terr,"5,792.203",136.5,9.72,28,1.75,1.15,1.50,366,0.36,0.23,0.31,10.32,78.7,82.6,80.6,-0.41,-0.35,-0.38
UKR,Ukraine,Cntry/Terr,"43,733.759",75.5,15.19,28,1.25,1.04,1.36,366,0.54,0.45,0.58,15.49,66.8,76.6,71.6,-0.35,-0.39,-0.37
PE21,Puno,Peru,"1,316.375",18.3,NA,28,0.49,0.65,0.85,366,0.34,0.46,0.60,15.34,66.2,70.3,68.2,-0.39,-0.33,-0.36
MDV,Maldives,Cntry/Terr,540.542,"1,801.8",2.84,28,0.07,0.19,0.25,366,0.09,0.25,0.32,2.82,77.4,80.7,79.0,-0.39,-0.31,-0.35
ES05,Canarias,Spain,"2,136.113",286.8,7.05,28,0.64,0.46,0.60,366,0.24,0.17,0.23,8.21,79.8,84.9,82.3,-0.34,-0.30,-0.32
IT18,Calabria,Italy,"1,949.987",128.1,10.10,28,0.74,0.39,0.51,366,0.30,0.16,0.21,11.05,78.8,84.9,81.8,-0.32,-0.28,-0.30
US50,Vermont,U.S.A.,634.325,26.5,9.63,28,0.74,0.49,0.64,366,0.27,0.18,0.23,10.42,76.5,81.6,79.0,-0.31,-0.26,-0.29
EST,Estonia,Cntry/Terr,"1,326.539",31.3,11.62,28,1.74,1.10,1.43,366,0.31,0.19,0.25,12.53,74.2,82.5,78.3,-0.27,-0.28,-0.27
VIR,United States Virgin Islands,Cntry/Terr,104.423,298.4,8.47,28,0.13,0.09,0.12,366,0.23,0.16,0.21,9.54,77.9,83.0,80.4,-0.26,-0.25,-0.26
KAZ,Kazakhstan,Cntry/Terr,"18,776.707",7.0,7.13,28,0.19,0.32,0.42,366,0.16,0.27,0.35,7.44,68.9,77.4,73.1,-0.25,-0.26,-0.25
STP,Sao Tome and Principe,Cntry/Terr,219.161,228.3,4.87,28,0.00,0.00,0.00,366,0.08,0.29,0.38,4.76,67.8,72.8,70.2,-0.26,-0.21,-0.23
COM,Comoros,Cntry/Terr,869.595,467.3,7.27,28,1.13,4.21,5.50,366,0.10,0.36,0.48,7.21,62.5,66.1,64.3,-0.27,-0.19,-0.23
CYP,Cyprus,Cntry/Terr,"1,207.361",130.7,6.99,28,0.84,0.76,1.00,366,0.16,0.15,0.19,7.59,78.8,82.9,80.8,-0.24,-0.21,-0.22
MRT,Mauritania,Cntry/Terr,"4,649.660",4.5,7.27,28,0.21,0.77,1.01,366,0.09,0.34,0.44,7.17,63.2,66.5,64.8,-0.26,-0.18,-0.22
PHL,Philippines,Cntry/Terr,"109,581.085",367.5,5.83,28,0.16,0.36,0.46,366,0.10,0.22,0.29,6.15,67.2,75.4,71.2,-0.20,-0.23,-0.21
IND,India,Cntry/Terr,"1,380,004.385",464.1,7.24,28,0.05,0.10,0.13,366,0.11,0.21,0.28,7.55,68.4,71.0,69.7,-0.22,-0.15,-0.19
IDN,Indonesia,Cntry/Terr,"273,523.621",151.0,6.45,28,0.34,0.67,0.88,366,0.11,0.21,0.27,6.79,69.5,74.0,71.7,-0.21,-0.16,-0.19
AFG,Afghanistan,Cntry/Terr,"38,928.341",59.6,6.52,28,0.07,0.31,0.41,366,0.06,0.28,0.36,6.32,63.4,66.5,65.0,-0.21,-0.15,-0.18
EGY,Egypt,Cntry/Terr,"102,334.403",102.8,5.83,28,0.20,0.47,0.62,366,0.09,0.21,0.28,5.86,69.7,74.4,72.0,-0.20,-0.16,-0.18
JAM,Jamaica,Cntry/Terr,"2,961.161",273.4,7.56,28,0.19,0.24,0.32,366,0.12,0.15,0.20,7.74,72.8,76.1,74.4,-0.21,-0.13,-0.18
ZWE,Zimbabwe,Cntry/Terr,"14,862.927",38.4,8.07,28,0.70,2.87,3.76,366,0.08,0.32,0.42,7.89,59.6,62.8,61.1,-0.18,-0.14,-0.17
DZA,Algeria,Cntry/Terr,"43,851.043",18.4,4.72,28,0.04,0.07,0.09,366,0.07,0.12,0.15,4.93,75.6,78.2,76.9,-0.20,-0.13,-0.16
CUW,Curacao,Cntry/Terr,164.100,369.6,8.77,28,0.48,0.36,0.47,366,0.12,0.09,0.12,9.45,75.8,81.6,78.6,-0.16,-0.14,-0.15
BLR,Belarus,Cntry/Terr,"9,449.321",46.6,12.55,28,0.37,0.31,0.41,366,0.18,0.15,0.20,12.84,69.6,79.5,74.4,-0.14,-0.16,-0.15
URY,Uruguay,Cntry/Terr,"3,473.727",19.8,9.47,28,0.88,0.69,0.90,366,0.12,0.09,0.12,9.78,74.2,81.4,77.7,-0.13,-0.16,-0.14
GNQ,Equatorial Guinea,Cntry/Terr,"1,402.985",50.0,9.43,28,0.00,0.00,0.00,366,0.06,0.28,0.37,8.95,57.8,60.1,59.0,-0.17,-0.11,-0.14
BWA,Botswana,Cntry/Terr,"2,351.625",4.1,5.80,28,0.51,1.48,1.94,366,0.06,0.17,0.22,6.00,66.2,72.1,69.1,-0.15,-0.13,-0.14
MTQ,Martinique,Cntry/Terr,375.265,354.0,9.07,28,0.07,0.04,0.05,366,0.12,0.07,0.09,9.92,79.2,85.6,82.3,-0.13,-0.14,-0.14
NOR,Norway,Cntry/Terr,"5,421.242",14.8,8.00,28,0.29,0.21,0.28,366,0.10,0.07,0.10,8.11,80.5,84.4,82.4,-0.15,-0.12,-0.13
GMB,Gambia,Cntry/Terr,"2,416.664",238.8,7.99,28,0.02,0.10,0.13,366,0.05,0.25,0.33,7.63,60.8,63.7,62.2,-0.16,-0.11,-0.13
NPL,Nepal,Cntry/Terr,"29,136.808",203.3,6.39,28,0.07,0.17,0.22,366,0.07,0.16,0.21,6.44,69.3,72.4,70.8,-0.15,-0.11,-0.13
SYR,Syrian Arab Republic,Cntry/Terr,"17,500.657",95.3,5.52,28,0.15,0.36,0.46,366,0.05,0.13,0.17,5.08,69.2,78.3,73.6,-0.13,-0.12,-0.13
ISL,Iceland,Cntry/Terr,341.250,3.4,6.70,28,0.00,0.00,0.00,366,0.08,0.07,0.09,7.07,81.5,84.5,83.0,-0.14,-0.11,-0.13
FIN,Finland,Cntry/Terr,"5,540.718",18.2,9.73,28,0.24,0.14,0.19,366,0.12,0.07,0.09,10.20,79.1,84.7,81.9,-0.13,-0.12,-0.13
TTO,Trinidad and Tobago,Cntry/Terr,"1,399.491",272.8,8.32,28,0.07,0.08,0.10,366,0.10,0.11,0.15,8.89,70.8,76.2,73.5,-0.14,-0.11,-0.13
DJI,Djibouti,Cntry/Terr,988.002,42.6,7.08,28,0.01,0.03,0.04,366,0.06,0.16,0.21,7.18,65.1,69.3,67.1,-0.14,-0.10,-0.13
ZMB,Zambia,Cntry/Terr,"18,383.956",24.7,6.58,28,0.23,1.19,1.56,366,0.04,0.20,0.27,6.37,60.8,66.8,63.8,-0.13,-0.11,-0.12
BGD,Bangladesh,Cntry/Terr,"164,689.383","1,265.2",5.55,28,0.04,0.09,0.11,366,0.05,0.10,0.13,5.68,71.0,74.7,72.8,-0.12,-0.10,-0.11
PAK,Pakistan,Cntry/Terr,"220,892.331",286.5,6.98,28,0.08,0.22,0.29,366,0.05,0.14,0.19,6.99,66.3,68.4,67.3,-0.14,-0.08,-0.11
SDN,Sudan,Cntry/Terr,"43,849.269",24.8,7.24,28,0.10,0.33,0.43,366,0.04,0.14,0.18,7.16,63.5,67.3,65.4,-0.12,-0.09,-0.10
ATG,Antigua and Barbuda,Cntry/Terr,97.928,222.6,6.34,28,0.13,0.18,0.23,366,0.06,0.08,0.11,6.66,75.8,78.2,77.0,-0.13,-0.08,-0.10
SEN,Senegal,Cntry/Terr,"16,743.930",87.0,5.81,28,0.16,0.65,0.85,366,0.04,0.15,0.19,5.58,65.9,70.1,67.9,-0.12,-0.09,-0.10
KEN,Kenya,Cntry/Terr,"53,771.300",94.5,5.52,28,0.02,0.09,0.12,366,0.03,0.15,0.19,5.50,64.3,69.1,66.6,-0.11,-0.09,-0.10
REU,Reunion,Cntry/Terr,895.308,358.1,6.21,28,0.04,0.04,0.06,366,0.05,0.05,0.06,6.44,77.5,83.7,80.6,-0.10,-0.09,-0.09
MWI,Malawi,Cntry/Terr,"19,129.955",202.9,6.77,28,0.30,1.39,1.82,366,0.03,0.15,0.20,6.43,61.3,67.6,64.3,-0.10,-0.08,-0.09
MMR,Myanmar,Cntry/Terr,"54,409.794",83.3,8.19,28,0.10,0.21,0.28,366,0.06,0.12,0.16,8.48,64.1,70.2,67.1,-0.09,-0.07,-0.08
VEN,Venezuela (Bolivarian Republic of),Cntry/Terr,"28,435.943",32.2,6.95,28,0.07,0.10,0.13,366,0.04,0.06,0.08,7.34,68.4,76.1,72.2,-0.07,-0.07,-0.07
NIC,Nicaragua,Cntry/Terr,"6,624.554",55.0,5.06,28,0.01,0.02,0.02,366,0.03,0.05,0.07,5.22,71.1,78.1,74.5,-0.07,-0.07,-0.07
GAB,Gabon,Cntry/Terr,"2,225.728",8.6,6.91,28,0.02,0.08,0.10,366,0.03,0.10,0.13,6.79,64.4,68.7,66.5,-0.08,-0.06,-0.07
YEM,Yemen,Cntry/Terr,"29,825.968",56.5,6.01,28,0.00,0.01,0.01,366,0.02,0.08,0.11,6.00,64.5,67.9,66.1,-0.07,-0.05,-0.06
AUS,Australia,Cntry/Terr,"25,499.881",3.3,6.60,28,0.00,0.00,0.00,366,0.04,0.03,0.04,6.90,81.6,85.5,83.5,-0.06,-0.05,-0.06
COG,Congo,Cntry/Terr,"5,518.092",16.2,6.75,28,0.02,0.09,0.12,366,0.02,0.09,0.11,6.69,63.1,66.1,64.6,-0.06,-0.04,-0.05
ETH,Ethiopia,Cntry/Terr,"114,963.583",115.0,6.66,28,0.02,0.06,0.08,366,0.02,0.06,0.08,6.40,64.9,68.8,66.8,-0.06,-0.04,-0.05
BRB,Barbados,Cntry/Terr,287.371,668.3,8.98,28,0.18,0.13,0.17,366,0.04,0.03,0.04,9.25,77.9,80.6,79.2,-0.06,-0.04,-0.05
MYS,Malaysia,Cntry/Terr,"32,365.998",98.5,5.05,28,0.10,0.17,0.23,366,0.02,0.04,0.05,5.42,74.3,78.4,76.3,-0.06,-0.04,-0.05
GNB,Guinea-Bissau,Cntry/Terr,"1,967.998",70.0,9.72,28,0.00,0.00,0.00,366,0.02,0.10,0.13,9.38,56.5,60.5,58.4,-0.05,-0.04,-0.05
RWA,Rwanda,Cntry/Terr,"12,952.209",525.0,5.32,28,0.09,0.36,0.47,366,0.01,0.05,0.07,5.26,67.0,71.3,69.1,-0.05,-0.04,-0.04
HTI,Haiti,Cntry/Terr,"11,402.533",413.7,8.57,28,0.01,0.02,0.03,366,0.02,0.05,0.07,8.49,62.0,66.4,64.2,-0.05,-0.04,-0.04
JPN,Japan,Cntry/Terr,"126,476.458",346.9,10.43,28,0.23,0.10,0.13,366,0.04,0.02,0.02,11.64,81.6,87.7,84.6,-0.04,-0.04,-0.04
MLI,Mali,Cntry/Terr,"20,250.834",16.6,9.82,28,0.04,0.19,0.25,366,0.02,0.08,0.10,9.24,58.8,60.4,59.6,-0.05,-0.03,-0.04
KOR,Republic of Korea,Cntry/Terr,"51,269.183",527.3,5.92,28,0.12,0.10,0.13,366,0.03,0.02,0.03,6.75,80.0,86.0,82.9,-0.04,-0.04,-0.04
LBR,Liberia,Cntry/Terr,"5,057.677",52.5,7.60,28,0.00,0.01,0.01,366,0.02,0.06,0.08,7.41,62.8,65.7,64.2,-0.05,-0.03,-0.04
AGO,Angola,Cntry/Terr,"32,866.268",26.4,8.33,28,0.02,0.12,0.15,366,0.01,0.07,0.09,7.87,58.6,64.2,61.3,-0.04,-0.03,-0.04
CMR,Cameroon,Cntry/Terr,"26,545.864",56.2,9.36,28,0.01,0.03,0.04,366,0.02,0.08,0.10,8.97,58.2,60.8,59.5,-0.05,-0.03,-0.04
HKG,"China, Hong Kong SAR",Cntry/Terr,"7,496.988","7,140.0",6.61,28,0.05,0.03,0.04,366,0.02,0.02,0.02,7.27,82.0,87.8,84.8,-0.04,-0.04,-0.04
UZB,Uzbekistan,Cntry/Terr,"33,469.199",78.7,5.77,28,0.00,0.01,0.01,366,0.02,0.04,0.06,5.90,69.6,73.9,71.7,-0.04,-0.03,-0.04
MDG,Madagascar,Cntry/Terr,"27,691.019",47.6,6.13,28,0.01,0.03,0.04,366,0.01,0.04,0.05,5.93,65.7,69.0,67.3,-0.03,-0.02,-0.03
GHA,Ghana,Cntry/Terr,"31,072.945",136.6,7.35,28,0.02,0.08,0.11,366,0.01,0.05,0.06,7.23,63.2,65.4,64.2,-0.03,-0.02,-0.03
MOZ,Mozambique,Cntry/Terr,"31,255.435",39.7,8.62,28,0.08,0.34,0.44,366,0.01,0.05,0.07,8.17,58.0,63.9,60.9,-0.03,-0.02,-0.03
TJK,Tajikistan,Cntry/Terr,"9,537.642",68.1,4.90,28,0.00,0.00,0.00,366,0.01,0.03,0.04,4.74,69.0,73.6,71.2,-0.03,-0.02,-0.02
CUB,Cuba,Cntry/Terr,"11,326.616",106.4,8.91,28,0.07,0.06,0.07,366,0.02,0.01,0.02,9.50,77.0,80.9,78.9,-0.02,-0.02,-0.02
CAF,Central African Republic,Cntry/Terr,"4,829.764",7.8,12.39,28,0.00,0.00,0.00,366,0.01,0.06,0.08,11.82,51.3,55.7,53.4,-0.02,-0.02,-0.02
LKA,Sri Lanka,Cntry/Terr,"21,413.250",341.5,6.62,28,0.06,0.07,0.09,366,0.01,0.02,0.02,7.02,73.8,80.4,77.0,-0.02,-0.02,-0.02
TGO,Togo,Cntry/Terr,"8,278.737",152.2,8.56,28,0.01,0.05,0.07,366,0.01,0.04,0.05,8.27,60.4,62.2,61.3,-0.02,-0.02,-0.02
SOM,Somalia,Cntry/Terr,"15,893.219",25.3,10.94,28,0.00,0.00,0.00,366,0.01,0.04,0.05,10.56,55.9,59.4,57.6,-0.02,-0.02,-0.02
