Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
Melilla,Spain,85.187,"7,098.90",5.78,60,1.93,1.69,2.62,365,0.82,0.72,1.12,7.26,77.3,81.6,79.4,-1.39,-1.13,-1.26
Florida,U.S.A.,"21,586.30",154.3,9.7,60,2.59,1.31,2.03,365,1.43,0.72,1.12,11.57,75.5,81.2,78.3,-1.67,-1.5,-1.59
Oaxaca,Mexico,"4,386.37",46.8,5.71,60,1.09,1.18,1.83,365,0.66,0.72,1.12,8.28,70.3,75.9,73,-1.13,-0.92,-1.03
Wisconsin,U.S.A.,"5,882.87",41.8,9.09,60,1.83,1.1,1.7,365,1.19,0.72,1.11,10.74,75.7,80.5,78,-1.41,-1.2,-1.3
North Carolina,U.S.A.,"10,501.12",83.2,9.07,60,2.59,1.71,2.65,365,1.07,0.71,1.1,10.57,74.2,79.4,76.8,-1.31,-1.12,-1.22
Croatia,Cntry/Terr,"4,105.27",73.4,13.13,60,2.38,1.25,1.94,365,1.35,0.71,1.1,14.65,74.4,80.7,77.5,-1.07,-0.98,-1.02
Guatemala,Cntry/Terr,"17,915.57",167.2,4.75,60,0.54,1.07,1.65,365,0.36,0.71,1.1,5.17,70.4,76.4,73.3,-1.2,-0.96,-1.08
Cusco,Peru,"1,350.18",18.8,NA,60,0.92,1.19,1.85,365,0.55,0.71,1.09,13.86,66,70.3,68.1,-0.68,-0.57,-0.63
Spain,Cntry/Terr,"46,754.78",93.7,9.02,60,2.38,1.13,1.76,365,1.48,0.7,1.09,11.16,79.3,84.9,82,-1.63,-1.5,-1.56
Idaho,U.S.A.,"1,774.66",8.3,8.16,60,1.45,0.98,1.51,365,1.05,0.7,1.09,9.59,76,80.2,78.1,-1.43,-1.13,-1.28
Pais Vasco,Spain,"2,202.97",304.5,9.89,60,2.11,0.87,1.35,365,1.69,0.7,1.09,12.51,79.6,85.2,82.4,-1.63,-1.58,-1.6
Poland,Cntry/Terr,"37,846.61",123.6,10.09,60,2.45,1.47,2.27,365,1.16,0.69,1.08,11.74,73.8,81.5,77.6,-1.17,-1.17,-1.17
Paraguay,Cntry/Terr,"7,132.53",18,5.48,60,0.78,1.22,1.9,365,0.45,0.7,1.08,6.12,71.3,75.6,73.4,-1.08,-0.87,-0.98
Italy,Cntry/Terr,"60,461.83",205.6,10.47,60,2.37,1.01,1.57,365,1.62,0.69,1.07,12.52,79.9,84.3,82,-1.6,-1.39,-1.5
Luxembourg,Cntry/Terr,625.976,241.7,7.14,60,1.38,0.94,1.45,365,1.02,0.69,1.07,8.31,78.8,83.2,80.9,-1.5,-1.28,-1.39
West Virginia,U.S.A.,"1,828.89",29.3,12.82,60,3.2,1.74,2.7,365,1.26,0.68,1.06,14.62,71.4,77,74.2,-1.07,-0.91,-0.99
Extremadura,Spain,"1,063.08",25.5,10.56,60,3.66,1.56,2.41,365,1.6,0.68,1.06,13.21,78.7,84.5,81.5,-1.49,-1.36,-1.43
Nebraska,U.S.A.,"1,952.14",9.8,8.79,60,1.34,0.85,1.32,365,1.07,0.67,1.05,10.11,76.1,80.6,78.3,-1.37,-1.15,-1.26
Catalunia,Spain,"7,623.41",237.4,8.41,60,1.48,0.72,1.12,365,1.39,0.68,1.05,10.75,79.5,85.1,82.2,-1.57,-1.46,-1.52
Kentucky,U.S.A.,"4,519.89",43.9,10.82,60,2.71,1.77,2.74,365,1.03,0.67,1.04,12.5,71.9,77.1,74.4,-1.04,-0.89,-0.96
Virginia,U.S.A.,"8,614.99",84,8.1,60,2.49,1.68,2.6,365,0.99,0.67,1.04,9.56,75.6,80.5,78,-1.35,-1.15,-1.25
Georgia,Cntry/Terr,"3,989.18",57.4,12.85,60,1.53,1.16,1.8,365,0.88,0.67,1.04,13.48,68.8,77.5,73,-0.7,-0.73,-0.72
Comunitat Valenciana,Spain,"4,976.32",214,8.81,60,4.51,2.24,3.47,365,1.33,0.66,1.03,11.02,79,84.3,81.6,-1.48,-1.3,-1.39
Sweden,Cntry/Terr,"10,099.27",24.6,9.19,60,2.47,1.29,2,365,1.27,0.66,1.03,10.45,79.7,83.4,81.5,-1.51,-1.24,-1.38
Bahrain,Cntry/Terr,"1,701.58","2,238.90",2.38,60,0.35,0.88,1.36,365,0.26,0.67,1.03,2.73,75.5,77.8,76.6,-1.05,-0.73,-0.89
Ireland,Cntry/Terr,"4,937.80",71.7,6.05,60,2.57,1.93,2.99,365,0.87,0.66,1.02,7.27,79.3,82.8,81,-1.49,-1.17,-1.33
France,Cntry/Terr,"65,273.51",119.2,9.27,60,2.03,1,1.55,365,1.33,0.65,1.01,10.95,78.4,84.2,81.2,-1.49,-1.4,-1.44
Libya,Cntry/Terr,"6,871.29",3.9,5.07,60,0.62,1.27,1.96,365,0.32,0.65,1,5.52,69.5,75.5,72.4,-0.73,-0.62,-0.67
Huancavelica,Peru,387.386,17.5,NA,60,1.16,1.3,2.02,365,0.57,0.64,0.99,16.88,66.2,70,68.1,-0.58,-0.47,-0.53
Romania,Cntry/Terr,"19,237.68",83.6,13.03,60,1.45,0.87,1.34,365,1.06,0.63,0.98,14.28,71.9,78.8,75.3,-0.86,-0.78,-0.82
Apurimac,Peru,453.951,21.7,NA,60,1.37,1.49,2.31,365,0.57,0.63,0.97,16.74,66.2,70.2,68.2,-0.6,-0.5,-0.55
Switzerland,Cntry/Terr,"8,654.62",219,8.01,60,1.63,0.86,1.34,365,1.15,0.61,0.95,9.47,80.5,84.5,82.4,-1.5,-1.24,-1.37
Asturias (Principado de),Spain,"1,024.06",96.6,12.64,60,2.42,0.86,1.33,365,1.71,0.61,0.94,15.53,78.8,84.8,81.7,-1.34,-1.27,-1.3
Bahamas,Cntry/Terr,393.248,39.3,6.71,60,0.14,0.19,0.29,365,0.46,0.61,0.94,7.55,70.9,75.6,73.2,-0.82,-0.62,-0.72
Cajamarca,Peru,"1,500.01",45,NA,60,0.71,0.82,1.26,365,0.52,0.6,0.93,14.67,68.2,72.4,70.3,-0.63,-0.54,-0.59
Lithuania,Cntry/Terr,"2,722.29",43.4,13.56,60,3.99,1.96,3.04,365,1.19,0.58,0.91,15.73,69.7,80.4,74.9,-0.79,-1.02,-0.9
Murcia (Region de),Spain,"1,479.46",130.8,7.65,60,2.91,1.71,2.65,365,0.98,0.58,0.89,9.22,79.3,84.5,81.8,-1.28,-1.12,-1.2
Israel,Cntry/Terr,"8,655.54",400,5.33,60,1.71,1.47,2.28,365,0.66,0.57,0.89,6.13,80.1,83.5,81.8,-1.42,-1.09,-1.26
Utah,U.S.A.,"3,194.50",15,5.81,60,1.27,1.19,1.84,365,0.61,0.57,0.88,6.82,76.4,80.5,78.4,-1.18,-0.9,-1.05
Aruba,Cntry/Terr,106.766,593.1,8.97,60,1.37,1.12,1.73,365,0.68,0.56,0.87,10.23,73.1,78.1,75.6,-0.77,-0.68,-0.73
Marche,Italy,"1,529.18",162.7,11.2,60,2.71,1.03,1.6,365,1.47,0.56,0.87,13.33,79.8,85.1,82.4,-1.36,-1.19,-1.28
Andalucia,Spain,"8,349.38",95.3,8.33,60,2.34,1.29,2,365,1,0.55,0.85,10.32,78.4,83.9,81.1,-1.15,-1.02,-1.09
Costa Rica,Cntry/Terr,"5,094.11",99.8,5.05,60,0.73,0.73,1.14,365,0.55,0.55,0.85,5.95,76.7,82,79.3,-1.24,-1.06,-1.15
French Guiana,Cntry/Terr,298.682,3.6,2.92,60,0.29,0.54,0.83,365,0.28,0.54,0.83,3.39,76.3,82.2,79.2,-0.92,-0.95,-0.94
Kuwait,Cntry/Terr,"4,270.56",239.7,2.67,60,0.21,0.44,0.69,365,0.25,0.53,0.82,3.33,74.2,76.3,75.2,-0.67,-0.42,-0.55
Comoros,Cntry/Terr,869.595,467.3,7.27,60,0.94,2.95,4.58,365,0.17,0.52,0.81,7.28,62.3,66,64.1,-0.45,-0.33,-0.39
Abruzzo,Italy,"1,314.66",121.5,11.2,60,2.26,0.91,1.41,365,1.29,0.52,0.81,13.03,78.7,84.7,81.6,-1.21,-1.08,-1.15
Puno,Peru,"1,316.38",18.3,NA,60,0.93,1.05,1.62,365,0.46,0.52,0.8,15.45,66,70.2,68.1,-0.52,-0.44,-0.49
Austria,Cntry/Terr,"9,006.40",109.3,9.87,60,1.58,0.83,1.29,365,0.95,0.5,0.78,10.92,78.3,83.1,80.6,-1.06,-0.89,-0.97
Netherlands,Cntry/Terr,"17,134.87",508.2,8.72,60,1.48,0.8,1.25,365,0.92,0.5,0.77,10.07,79.6,83.2,81.4,-1.13,-0.89,-1.01
Cabo Verde,Cntry/Terr,555.988,138,5.64,60,0.37,0.7,1.08,365,0.26,0.5,0.77,5.9,69.1,75.9,72.4,-0.55,-0.5,-0.53
New Hampshire,U.S.A.,"1,372.57",59.1,9.31,60,1.82,1.03,1.6,365,0.85,0.48,0.75,10.88,75.4,81.1,78.2,-0.96,-0.85,-0.9
Albania,Cntry/Terr,"2,877.80",105,7.82,60,1.3,1,1.54,365,0.62,0.48,0.74,9.08,76.3,79.7,77.9,-0.85,-0.6,-0.72
Toscana,Italy,"3,740.11",295.7,11.6,60,1.62,0.61,0.95,365,1.25,0.47,0.73,13.27,79.9,85.1,82.4,-1.15,-1.01,-1.08
Kyrgyzstan,Cntry/Terr,"6,524.19",34,6.07,60,0.1,0.22,0.34,365,0.22,0.47,0.73,6.08,67.1,75.2,71.1,-0.39,-0.46,-0.42
Azerbaijan,Cntry/Terr,"10,139.18",122.7,6.75,60,0.35,0.51,0.78,365,0.32,0.46,0.72,7.21,70,75.1,72.5,-0.54,-0.43,-0.49
Lazio,Italy,"5,885.98",341.7,9.7,60,2.18,0.98,1.53,365,1,0.45,0.7,11.3,79.1,84.7,81.8,-1.06,-0.94,-1
Washington,U.S.A.,"7,627.57",44.2,7.7,60,1.19,0.82,1.27,365,0.65,0.45,0.69,8.59,77,81.6,79.3,-0.96,-0.81,-0.89
Serbia,Cntry/Terr,"8,737.37",99.9,13.17,60,1.04,0.67,1.04,365,0.69,0.45,0.69,13.91,72.9,78.2,75.5,-0.59,-0.48,-0.53
Molise,Italy,306.556,68.8,12.1,60,3.18,1.21,1.88,365,1.14,0.44,0.68,13.74,79.1,84.9,81.9,-1.01,-0.93,-0.97
Umbria,Italy,884.495,104.7,11.4,60,2.93,1.09,1.69,365,1.19,0.44,0.68,13.25,80.3,85.3,82.7,-1.11,-0.96,-1.04
Puglia,Italy,"4,034.22",206.6,9.6,60,2.19,0.99,1.54,365,0.97,0.44,0.68,11.18,79.2,84.7,81.9,-1.05,-0.9,-0.98
Ukraine,Cntry/Terr,"43,733.76",75.5,15.19,60,1.13,0.79,1.23,365,0.63,0.44,0.68,15.58,66.8,76.5,71.5,-0.41,-0.46,-0.44
Latvia,Cntry/Terr,"1,886.20",30.3,14.6,60,3.17,1.6,2.48,365,0.86,0.43,0.67,15.97,69.8,79.4,74.5,-0.56,-0.68,-0.62
Russian Federation,Cntry/Terr,"145,934.46",8.9,12.72,60,1.19,0.89,1.38,365,0.58,0.43,0.67,13.43,66.8,77.3,71.9,-0.45,-0.54,-0.49
Chiapas,Mexico,"5,412.68",73.8,4.53,60,0.26,0.41,0.64,365,0.26,0.43,0.66,5.78,70.9,76.5,73.6,-0.71,-0.57,-0.64
Sao Tome and Principe,Cntry/Terr,219.161,228.3,4.87,60,0.33,1.05,1.64,365,0.13,0.42,0.65,4.81,67.7,72.6,70.1,-0.44,-0.35,-0.4
Suriname,Cntry/Terr,586.634,3.8,7.32,60,0.52,0.74,1.15,365,0.29,0.42,0.65,7.83,68.1,74.7,71.3,-0.48,-0.45,-0.46
Turkey,Cntry/Terr,"84,339.07",109.6,5.4,60,0.55,0.67,1.03,365,0.34,0.41,0.63,5.99,74.3,80.1,77.1,-0.66,-0.6,-0.63
Saudi Arabia,Cntry/Terr,"34,813.87",16.2,3.47,60,0.05,0.1,0.16,365,0.19,0.41,0.63,3.87,73.5,76.5,75,-0.56,-0.41,-0.49
Campania,Italy,"5,801.77",424.5,9.2,60,1.5,0.81,1.25,365,0.74,0.4,0.62,10.42,77.5,83.5,80.4,-0.84,-0.73,-0.79
Germany,Cntry/Terr,"83,783.95",240.4,11.16,60,2.64,1.21,1.88,365,0.84,0.39,0.6,12.46,78.3,83.1,80.7,-0.83,-0.7,-0.77
Sicilia,Italy,"5,005.17",193.9,10.4,60,2.1,0.99,1.53,365,0.83,0.39,0.6,11.64,77.8,83.8,80.7,-0.85,-0.73,-0.79
Malta,Cntry/Terr,441.539,"1,379.80",8.24,60,1.32,0.71,1.11,365,0.71,0.39,0.6,9.56,80,83.6,81.8,-0.89,-0.73,-0.81
United Arab Emirates,Cntry/Terr,"9,890.40",118.3,1.45,60,0.34,1.03,1.6,365,0.12,0.38,0.58,1.82,76.7,79,77.8,-0.68,-0.48,-0.58
Balears (Illes),Spain,"1,137.72",227.9,6.7,60,1.27,0.77,1.19,365,0.62,0.37,0.58,8.1,80.3,85.4,82.8,-0.9,-0.8,-0.85
World,Global,"7,794,798.73",59.9,7.55,61,0.55,0.64,0.99,365,0.33,0.37,0.58,8.06,69.8,74.7,72.2,-0.55,-0.48,-0.52
Dominican Republic,Cntry/Terr,"10,847.90",224.5,6.13,60,0.38,0.5,0.78,365,0.29,0.37,0.58,6.64,70.5,76.9,73.6,-0.69,-0.63,-0.66
Cantabria,Spain,579.733,109,10.33,60,1.21,0.5,0.78,365,0.88,0.36,0.57,12.06,79.9,85.9,82.9,-0.84,-0.85,-0.84
Guyana,Cntry/Terr,786.559,4,7.42,60,0.24,0.35,0.55,365,0.25,0.36,0.57,7.84,66.4,72.7,69.5,-0.58,-0.48,-0.53
Puerto Rico,Cntry/Terr,"2,860.84",322.5,9.35,60,1.13,0.58,0.9,365,0.71,0.36,0.56,11.06,76,82.9,79.3,-0.78,-0.75,-0.77
El Salvador,Cntry/Terr,"6,486.20",313,7.02,60,0.49,0.61,0.95,365,0.29,0.35,0.55,7.48,68.2,77.5,72.7,-0.51,-0.48,-0.5
Alaska,U.S.A.,745.469,0.5,5.96,60,0.69,0.61,0.95,365,0.39,0.35,0.54,7.12,75.5,80.6,78,-0.73,-0.7,-0.71
Zimbabwe,Cntry/Terr,"14,862.93",38.4,8.07,60,0.45,1.56,2.41,365,0.1,0.34,0.53,7.91,59.5,62.8,61.1,-0.23,-0.18,-0.21
Canada,Cntry/Terr,"37,742.16",4.2,7.71,60,1.02,0.6,0.93,365,0.58,0.34,0.53,8.62,79.8,83.8,81.8,-0.82,-0.7,-0.76
Morocco,Cntry/Terr,"36,910.56",82.7,5.06,60,0.2,0.29,0.46,365,0.23,0.34,0.52,5.43,75.1,77.7,76.4,-0.5,-0.36,-0.43
Botswana,Cntry/Terr,"2,351.63",4.1,5.8,60,0.69,1.7,2.63,365,0.13,0.32,0.5,6.07,66,72,68.9,-0.33,-0.29,-0.31
Oregon,U.S.A.,"4,244.23",17.1,8.84,60,1.05,0.64,0.99,365,0.52,0.32,0.49,9.76,76.6,81.3,78.9,-0.67,-0.56,-0.61
Sardegna,Italy,"1,643.58",68.2,9.9,60,1.52,0.64,0.99,365,0.7,0.3,0.46,11.31,79.4,85.4,82.3,-0.74,-0.67,-0.7
Mauritania,Cntry/Terr,"4,649.66",4.5,7.27,60,0.12,0.38,0.6,365,0.09,0.3,0.46,7.17,63.2,66.5,64.8,-0.27,-0.19,-0.23
Galicia,Spain,"2,697.56",91.2,11.57,60,1.84,0.66,1.03,365,0.81,0.29,0.45,13.82,79.9,85.8,82.8,-0.7,-0.67,-0.69
Channel Islands,Cntry/Terr,173.859,915,7.81,60,0.98,0.56,0.87,365,0.49,0.28,0.44,8.56,80.7,84.4,82.5,-0.68,-0.6,-0.64
Basilicata,Italy,564.286,56.1,11.1,60,1.24,0.51,0.79,365,0.66,0.27,0.42,12.3,78.1,85,81.5,-0.63,-0.57,-0.6
Greece,Cntry/Terr,"10,423.06",80.9,10.81,60,0.97,0.42,0.66,365,0.62,0.27,0.42,12.09,79.3,84.3,81.7,-0.66,-0.52,-0.59
Zambia,Cntry/Terr,"18,383.96",24.7,6.58,60,0.23,1.04,1.61,365,0.06,0.27,0.41,6.39,60.8,66.8,63.7,-0.2,-0.18,-0.19
Maine,U.S.A.,"1,355.89",17,10.99,60,1.6,0.81,1.26,365,0.52,0.26,0.41,12.29,75.5,80.7,78.1,-0.52,-0.43,-0.47
Maldives,Cntry/Terr,540.542,"1,801.80",2.84,60,0.16,0.35,0.54,365,0.11,0.25,0.39,2.84,77.3,80.6,78.9,-0.48,-0.37,-0.43
Equatorial Guinea,Cntry/Terr,"1,402.99",50,9.43,60,0.02,0.08,0.13,365,0.06,0.25,0.39,8.96,57.8,60.1,58.9,-0.18,-0.12,-0.15
Qatar,Cntry/Terr,"2,881.06",248.2,1.19,60,0.03,0.08,0.12,365,0.09,0.25,0.39,1.46,78.7,81.6,80.1,-0.59,-0.51,-0.55
Gambia,Cntry/Terr,"2,416.66",238.8,7.99,60,0.07,0.26,0.4,365,0.06,0.25,0.38,7.64,60.8,63.7,62.2,-0.19,-0.13,-0.16
Afghanistan,Cntry/Terr,"38,928.34",59.6,6.52,60,0.04,0.15,0.23,365,0.06,0.24,0.37,6.32,63.4,66.5,65,-0.21,-0.15,-0.18
Estonia,Cntry/Terr,"1,326.54",31.3,11.62,60,1.65,0.88,1.36,365,0.44,0.24,0.36,12.67,74.1,82.4,78.1,-0.38,-0.4,-0.39
Kazakhstan,Cntry/Terr,"18,776.71",7,7.13,60,0.13,0.18,0.28,365,0.17,0.23,0.36,7.45,68.9,77.4,73.1,-0.26,-0.27,-0.26
Denmark,Cntry/Terr,"5,792.20",136.5,9.72,60,1.12,0.62,0.96,365,0.41,0.23,0.35,10.37,78.6,82.6,80.6,-0.47,-0.4,-0.44
Indonesia,Cntry/Terr,"273,523.62",151,6.45,60,0.31,0.52,0.8,365,0.13,0.22,0.34,6.81,69.4,73.9,71.6,-0.25,-0.2,-0.23
Guadeloupe,Cntry/Terr,400.127,245.8,8.19,60,0.14,0.07,0.11,365,0.41,0.22,0.34,9.22,78.1,85,81.5,-0.54,-0.55,-0.55
Malawi,Cntry/Terr,"19,129.96",202.9,6.77,60,0.27,1.07,1.65,365,0.05,0.21,0.33,6.45,61.2,67.5,64.3,-0.16,-0.14,-0.15
Egypt,Cntry/Terr,"102,334.40",102.8,5.83,60,0.18,0.37,0.57,365,0.1,0.21,0.33,5.88,69.6,74.3,71.9,-0.23,-0.19,-0.21
Philippines,Cntry/Terr,"109,581.09",367.5,5.83,60,0.17,0.33,0.51,365,0.11,0.22,0.33,6.16,67.1,75.3,71.1,-0.23,-0.27,-0.25
India,Cntry/Terr,"1,380,004.39",464.1,7.24,60,0.04,0.06,0.09,365,0.11,0.18,0.29,7.55,68.4,71,69.7,-0.23,-0.16,-0.19
Senegal,Cntry/Terr,"16,743.93",87,5.81,60,0.17,0.58,0.89,365,0.05,0.18,0.28,5.6,65.8,70,67.9,-0.17,-0.12,-0.15
Nepal,Cntry/Terr,"29,136.81",203.3,6.39,60,0.19,0.37,0.57,365,0.1,0.18,0.28,6.47,69.3,72.3,70.8,-0.21,-0.15,-0.18
Vermont,U.S.A.,634.325,26.5,9.63,60,0.65,0.36,0.56,365,0.32,0.18,0.28,10.47,76.5,81.6,79,-0.37,-0.31,-0.34
Canarias,Spain,"2,136.11",286.8,7.05,60,0.5,0.3,0.46,365,0.28,0.17,0.26,8.24,79.7,84.8,82.2,-0.39,-0.34,-0.37
Antigua and Barbuda,Cntry/Terr,97.928,222.6,6.34,60,0.56,0.63,0.97,365,0.14,0.16,0.25,6.74,75.7,78.1,76.8,-0.29,-0.18,-0.24
Hawaii,U.S.A.,"1,439.61",86.5,7.98,60,0.63,0.34,0.53,365,0.3,0.16,0.25,8.72,78.6,84.9,81.6,-0.45,-0.46,-0.45
Jamaica,Cntry/Terr,"2,961.16",273.4,7.56,60,0.25,0.27,0.42,365,0.14,0.16,0.25,7.77,72.7,76.1,74.4,-0.26,-0.17,-0.22
Calabria,Italy,"1,949.99",128.1,10.1,60,0.66,0.3,0.46,365,0.35,0.16,0.24,11.1,78.7,84.9,81.7,-0.37,-0.32,-0.35
Cyprus,Cntry/Terr,"1,207.36",130.7,6.99,60,0.56,0.43,0.66,365,0.19,0.15,0.23,7.62,78.8,82.9,80.8,-0.28,-0.24,-0.26
Belarus,Cntry/Terr,"9,449.32",46.6,12.55,60,0.36,0.25,0.39,365,0.21,0.15,0.23,12.87,69.6,79.4,74.4,-0.16,-0.19,-0.18
United States Virgin Islands,Cntry/Terr,104.423,298.4,8.47,60,0.12,0.07,0.11,365,0.24,0.14,0.22,9.55,77.9,82.9,80.3,-0.27,-0.27,-0.27
Pakistan,Cntry/Terr,"220,892.33",286.5,6.98,60,0.07,0.17,0.27,365,0.06,0.13,0.21,6.99,66.3,68.4,67.3,-0.16,-0.09,-0.13
Djibouti,Cntry/Terr,988.002,42.6,7.08,60,0.01,0.03,0.04,365,0.06,0.14,0.21,7.18,65.1,69.3,67.1,-0.15,-0.11,-0.13
Kenya,Cntry/Terr,"53,771.30",94.5,5.52,60,0.02,0.08,0.12,365,0.03,0.13,0.2,5.5,64.3,69.1,66.6,-0.12,-0.1,-0.11
Syrian Arab Republic,Cntry/Terr,"17,500.66",95.3,5.52,60,0.11,0.23,0.35,365,0.06,0.12,0.19,5.09,69.2,78.2,73.6,-0.15,-0.14,-0.14
Sudan,Cntry/Terr,"43,849.27",24.8,7.24,60,0.06,0.16,0.25,365,0.04,0.12,0.19,7.16,63.5,67.3,65.4,-0.13,-0.09,-0.11
Uruguay,Cntry/Terr,"3,473.73",19.8,9.47,60,0.75,0.49,0.76,365,0.18,0.12,0.18,9.83,74.1,81.4,77.6,-0.19,-0.23,-0.21
Gabon,Cntry/Terr,"2,225.73",8.6,6.91,60,0.05,0.14,0.22,365,0.04,0.1,0.16,6.79,64.4,68.7,66.5,-0.1,-0.07,-0.08
Myanmar,Cntry/Terr,"54,409.79",83.3,8.19,60,0.06,0.1,0.16,365,0.06,0.1,0.16,8.48,64.1,70.2,67.1,-0.09,-0.08,-0.08
Algeria,Cntry/Terr,"43,851.04",18.4,4.72,60,0.03,0.05,0.07,365,0.07,0.1,0.16,4.93,75.6,78.2,76.9,-0.2,-0.13,-0.17
Trinidad and Tobago,Cntry/Terr,"1,399.49",272.8,8.32,60,0.05,0.05,0.08,365,0.1,0.1,0.15,8.9,70.8,76.2,73.5,-0.14,-0.12,-0.13
Bangladesh,Cntry/Terr,"164,689.38","1,265.20",5.55,60,0.03,0.05,0.08,365,0.05,0.09,0.14,5.68,71,74.7,72.8,-0.13,-0.11,-0.12
Guinea-Bissau,Cntry/Terr,"1,968.00",70,9.72,60,0.01,0.04,0.05,365,0.02,0.09,0.14,9.38,56.5,60.5,58.4,-0.06,-0.04,-0.05
Curacao,Cntry/Terr,164.1,369.6,8.77,60,0.3,0.19,0.29,365,0.13,0.09,0.13,9.46,75.8,81.6,78.6,-0.18,-0.16,-0.17
Congo,Cntry/Terr,"5,518.09",16.2,6.75,60,0.02,0.08,0.12,365,0.02,0.08,0.13,6.69,63.1,66.1,64.6,-0.07,-0.05,-0.06
Mozambique,Cntry/Terr,"31,255.44",39.7,8.62,60,0.09,0.35,0.54,365,0.02,0.08,0.12,8.18,58,63.8,60.8,-0.05,-0.04,-0.05
Cameroon,Cntry/Terr,"26,545.86",56.2,9.36,60,0.02,0.09,0.14,365,0.02,0.08,0.12,8.98,58.2,60.8,59.5,-0.05,-0.04,-0.05
Barbados,Cntry/Terr,287.371,668.3,8.98,60,0.55,0.34,0.52,365,0.11,0.07,0.11,9.32,77.8,80.5,79.1,-0.18,-0.12,-0.15
Norway,Cntry/Terr,"5,421.24",14.8,8,60,0.21,0.13,0.2,365,0.11,0.07,0.11,8.12,80.5,84.3,82.4,-0.16,-0.14,-0.15
Mali,Cntry/Terr,"20,250.83",16.6,9.82,60,0.03,0.11,0.16,365,0.02,0.07,0.11,9.24,58.8,60.4,59.6,-0.06,-0.03,-0.05
Yemen,Cntry/Terr,"29,825.97",56.5,6.01,60,0,0.02,0.03,365,0.02,0.07,0.11,6,64.5,67.9,66.1,-0.07,-0.05,-0.06
Rwanda,Cntry/Terr,"12,952.21",525,5.32,60,0.08,0.25,0.39,365,0.02,0.06,0.1,5.27,66.9,71.3,69.1,-0.07,-0.05,-0.06
Finland,Cntry/Terr,"5,540.72",18.2,9.73,60,0.2,0.1,0.15,365,0.13,0.07,0.1,10.22,79.1,84.7,81.8,-0.15,-0.13,-0.14
Venezuela (Bolivarian Republic of),Cntry/Terr,"28,435.94",32.2,6.95,60,0.07,0.09,0.14,365,0.05,0.06,0.1,7.34,68.4,76.1,72.2,-0.08,-0.08,-0.08
Angola,Cntry/Terr,"32,866.27",26.4,8.33,60,0.02,0.08,0.13,365,0.02,0.07,0.1,7.88,58.6,64.2,61.3,-0.05,-0.04,-0.04
Ghana,Cntry/Terr,"31,072.95",136.6,7.35,60,0.05,0.16,0.25,365,0.02,0.06,0.09,7.24,63.1,65.4,64.2,-0.05,-0.03,-0.04
Somalia,Cntry/Terr,"15,893.22",25.3,10.94,60,0.04,0.15,0.24,365,0.02,0.05,0.09,10.57,55.9,59.4,57.6,-0.04,-0.03,-0.04
Ethiopia,Cntry/Terr,"114,963.58",115,6.66,60,0.02,0.07,0.11,365,0.02,0.06,0.09,6.4,64.9,68.8,66.8,-0.07,-0.05,-0.06
Martinique,Cntry/Terr,375.265,354,9.07,60,0.05,0.02,0.04,365,0.12,0.06,0.09,9.93,79.2,85.6,82.3,-0.14,-0.14,-0.14
Iceland,Cntry/Terr,341.25,3.4,6.7,60,0,0,0,365,0.08,0.06,0.09,7.07,81.5,84.5,83,-0.14,-0.11,-0.13
Malaysia,Cntry/Terr,"32,366.00",98.5,5.05,60,0.12,0.18,0.28,365,0.03,0.05,0.08,5.43,74.3,78.4,76.3,-0.09,-0.06,-0.08
Liberia,Cntry/Terr,"5,057.68",52.5,7.6,60,0,0.01,0.01,365,0.02,0.05,0.08,7.41,62.8,65.7,64.2,-0.05,-0.03,-0.04
Central African Republic,Cntry/Terr,"4,829.76",7.8,12.39,60,0,0,0,365,0.01,0.05,0.08,11.82,51.3,55.7,53.4,-0.02,-0.02,-0.02
Reunion,Cntry/Terr,895.308,358.1,6.21,60,0.07,0.06,0.09,365,0.06,0.05,0.07,6.44,77.5,83.7,80.5,-0.11,-0.1,-0.11
Haiti,Cntry/Terr,"11,402.53",413.7,8.57,60,0.01,0.02,0.02,365,0.02,0.04,0.07,8.49,62,66.4,64.2,-0.05,-0.04,-0.04
Nicaragua,Cntry/Terr,"6,624.55",55,5.06,60,0.01,0.01,0.02,365,0.03,0.05,0.07,5.22,71.1,78.1,74.5,-0.07,-0.07,-0.07
Togo,Cntry/Terr,"8,278.74",152.2,8.56,60,0.01,0.04,0.06,365,0.01,0.04,0.06,8.27,60.4,62.2,61.3,-0.03,-0.02,-0.02
Uzbekistan,Cntry/Terr,"33,469.20",78.7,5.77,60,0,0,0,365,0.02,0.04,0.06,5.9,69.6,73.9,71.7,-0.04,-0.03,-0.04
Niger,Cntry/Terr,"24,206.64",19.1,8.41,60,0.02,0.07,0.11,365,0.01,0.03,0.05,7.9,61.5,63.9,62.7,-0.02,-0.02,-0.02
Nigeria,Cntry/Terr,"206,139.59",226.3,11.97,60,0.02,0.07,0.11,365,0.01,0.03,0.05,11.48,54,55.9,54.9,-0.02,-0.01,-0.02
